exclusion_id,exclusion_reason,review_bucket,original_reason,proposal_selectable_id,model_key,section_family,rpo,source_sheet,source_row,raw_value,recommended_action,notes
excl_166247b14945,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ud7_d6013b,stingray,,UD7,Standard Equipment 1,57,Rear Park Assist,review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_0a7a61a7ca26,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ue1_4b2b4f,stingray,,UE1,Standard Equipment 1,22,"OnStar services capable
1. See onstar.com for details and limitations. Services vary by model. Service plan required.",review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
excl_e3e4944c6c46,review_bucket_ref_only_evidence,ref_only_evidence,ref_only_only_evidence,prop_stingray_standard_equipment_ref_ueu_6351aa,stingray,,UEU,Standard Equipment 1,15,Forward Collision Alert,review_reference_only_usage_before_accepting_selectable,
