source_sheet,source_row,source_cell_range,guide_family,model_key,model_key_confidence,scope_type,exterior_color_name_raw,exterior_color_name,exterior_color_rpo_raw,exterior_color_rpo,touch_up_paint_code,interior_rpo_raw,interior_rpo,interior_footnote_refs,interior_footnote_scope,raw_status,status_symbol,footnote_refs,canonical_status,confidence,source_detail_raw
Color and Trim 2,13,E13,corvette,,needs_review,model_global,Arctic White,Arctic White,G8G,G8G,WA-9567,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Arctic White"","""",""G8G"",""WA-9567"",""A"",""A"",""A"",""A""]"
Color and Trim 2,13,F13,corvette,,needs_review,model_global,Arctic White,Arctic White,G8G,G8G,WA-9567,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Arctic White"","""",""G8G"",""WA-9567"",""A"",""A"",""A"",""A""]"
Color and Trim 2,13,G13,corvette,,needs_review,model_global,Arctic White,Arctic White,G8G,G8G,WA-9567,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""Arctic White"","""",""G8G"",""WA-9567"",""A"",""A"",""A"",""A""]"
Color and Trim 2,13,H13,corvette,,needs_review,model_global,Arctic White,Arctic White,G8G,G8G,WA-9567,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Arctic White"","""",""G8G"",""WA-9567"",""A"",""A"",""A"",""A""]"
Color and Trim 2,14,E14,corvette,,needs_review,model_global,Black,Black,GBA,GBA,WA-8555,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Black"","""",""GBA"",""WA-8555"",""A"",""A"",""A"",""A""]"
Color and Trim 2,14,F14,corvette,,needs_review,model_global,Black,Black,GBA,GBA,WA-8555,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Black"","""",""GBA"",""WA-8555"",""A"",""A"",""A"",""A""]"
Color and Trim 2,14,G14,corvette,,needs_review,model_global,Black,Black,GBA,GBA,WA-8555,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""Black"","""",""GBA"",""WA-8555"",""A"",""A"",""A"",""A""]"
Color and Trim 2,14,H14,corvette,,needs_review,model_global,Black,Black,GBA,GBA,WA-8555,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Black"","""",""GBA"",""WA-8555"",""A"",""A"",""A"",""A""]"
Color and Trim 2,15,E15,corvette,,needs_review,model_global,Competition Yellow Tintcoat Metallic4,Competition Yellow Tintcoat Metallic,GBK,GBK,WA-233K,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Competition Yellow Tintcoat Metallic4"","""",""GBK"",""WA-233K"",""A"",""A"",""--"",""A""]"
Color and Trim 2,15,F15,corvette,,needs_review,model_global,Competition Yellow Tintcoat Metallic4,Competition Yellow Tintcoat Metallic,GBK,GBK,WA-233K,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Competition Yellow Tintcoat Metallic4"","""",""GBK"",""WA-233K"",""A"",""A"",""--"",""A""]"
Color and Trim 2,15,G15,corvette,,needs_review,model_global,Competition Yellow Tintcoat Metallic4,Competition Yellow Tintcoat Metallic,GBK,GBK,WA-233K,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,--,--,,not_available,high,"[""Competition Yellow Tintcoat Metallic4"","""",""GBK"",""WA-233K"",""A"",""A"",""--"",""A""]"
Color and Trim 2,15,H15,corvette,,needs_review,model_global,Competition Yellow Tintcoat Metallic4,Competition Yellow Tintcoat Metallic,GBK,GBK,WA-233K,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Competition Yellow Tintcoat Metallic4"","""",""GBK"",""WA-233K"",""A"",""A"",""--"",""A""]"
Color and Trim 2,16,E16,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A""]"
Color and Trim 2,16,F16,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A""]"
Color and Trim 2,16,G16,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A""]"
Color and Trim 2,16,H16,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A""]"
Color and Trim 2,17,E17,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A""]"
Color and Trim 2,17,F17,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A""]"
Color and Trim 2,17,G17,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A""]"
Color and Trim 2,17,H17,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A""]"
Color and Trim 2,18,E18,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A""]"
Color and Trim 2,18,F18,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A""]"
Color and Trim 2,18,G18,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A""]"
Color and Trim 2,18,H18,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A""]"
Color and Trim 2,19,E19,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat4,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat4"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""A""]"
Color and Trim 2,19,F19,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat4,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat4"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""A""]"
Color and Trim 2,19,G19,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat4,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat4"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""A""]"
Color and Trim 2,19,H19,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat4,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat4"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""A""]"
Color and Trim 2,20,E20,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic5,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic5"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A""]"
Color and Trim 2,20,F20,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic5,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic5"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A""]"
Color and Trim 2,20,G20,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic5,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic5"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A""]"
Color and Trim 2,20,H20,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic5,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic5"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A""]"
